"first_name","personLabel","countryLabel","Gender","Perc","NTimes","country_code"
"suada","suada kapić","Bosnia and Herzegovina","Woman",100,1,"BA"
"sulejman","sulejman tihić","Bosnia and Herzegovina","Man",100,5,"BA"
"sven","sven alkalaj","Bosnia and Herzegovina","Man",100,1,"BA"
"svetlana","seka aleksić","Bosnia and Herzegovina","Woman",100,4,"BA"
"tadija","tadija kačar","Bosnia and Herzegovina","Man",100,1,"BA"
"tamara","tamara vrhovac","Bosnia and Herzegovina","Woman",100,4,"BA"
"tanja","tanja softić","Bosnia and Herzegovina","Woman",100,5,"BA"
"tarik","tarik hodžić","Bosnia and Herzegovina","Man",100,3,"BA"
"tariq","tariq al-sawah","Bosnia and Herzegovina","Man",100,1,"BA"
"tatiana","tatjana aćimović","Bosnia and Herzegovina","Woman",100,1,"BA"
"tatjana","tatjana ljujić-mijatović","Bosnia and Herzegovina","Woman",100,3,"BA"
"teodor","teodor romanić","Bosnia and Herzegovina","Man",100,1,"BA"
"teodora","teodora đukić","Bosnia and Herzegovina","Woman",100,1,"BA"
"thabit","sabit hadžić","Bosnia and Herzegovina","Man",100,1,"BA"
"tima","tima džebo","Bosnia and Herzegovina","Woman",100,1,"BA"
"tino sven","tino-sven sušić","Bosnia and Herzegovina","Man",100,1,"BA"
"todor","todor vujasinović","Bosnia and Herzegovina","Man",100,2,"BA"
"tomislav","tomislav karanovic","Bosnia and Herzegovina","Man",100,9,"BA"
"toni","toni šunjić","Bosnia and Herzegovina","Man",100,2,"BA"
"tvrtko","tvrtko kulenović","Bosnia and Herzegovina","Man",100,1,"BA"
"ugljesa","uglješa kojadinović","Bosnia and Herzegovina","Man",100,1,"BA"
"uros","uros lalovic","Bosnia and Herzegovina","Man",100,1,"BA"
"vahid","vahid halilhodžić","Bosnia and Herzegovina","Man",100,1,"BA"
"valentin","valentin plavčić","Bosnia and Herzegovina","Man",100,1,"BA"
"valentina","valentina šakotić","Bosnia and Herzegovina","Woman",100,1,"BA"
"valerija","valerija skrinjar-tvrz","Bosnia and Herzegovina","Woman",100,1,"BA"
"vanessa","vanessa glodjo","Bosnia and Herzegovina","Woman",100,1,"BA"
"vanja","vanja džaferović","Bosnia and Herzegovina","Man",100,1,"BA"
"vasilije","vasilije kačavenda","Bosnia and Herzegovina","Man",100,1,"BA"
"vedad","vedad karić","Bosnia and Herzegovina","Man",100,2,"BA"
"vedran","vedran bosnic","Bosnia and Herzegovina","Man",100,5,"BA"
"velibor","velibor pudar","Bosnia and Herzegovina","Man",100,2,"BA"
"velma","velma šarić","Bosnia and Herzegovina","Woman",100,1,"BA"
"verona","verona marjanović","Bosnia and Herzegovina","Woman",100,1,"BA"
"veronika","veronika nagy","Bosnia and Herzegovina","Woman",100,1,"BA"
"veselin","veselin đuho","Bosnia and Herzegovina","Man",100,3,"BA"
"vesna","vesna mašić","Bosnia and Herzegovina","Woman",100,4,"BA"
"viktor","viktor majdandžic","Bosnia and Herzegovina","Man",100,1,"BA"
"vildana","vildana selimbegović","Bosnia and Herzegovina","Woman",100,1,"BA"
"vinko","vinko puljić","Bosnia and Herzegovina","Man",100,2,"BA"
"violeta","violeta tomič","Bosnia and Herzegovina","Woman",100,1,"BA"
"vitomir","vitomir milošević","Bosnia and Herzegovina","Man",100,1,"BA"
"vjekoslav","vjekoslav bevanda","Bosnia and Herzegovina","Man",100,1,"BA"
"vladan","vladan grujić","Bosnia and Herzegovina","Man",100,1,"BA"
"vladika","vladika  radivojević","Bosnia and Herzegovina","Woman",100,1,"BA"
"vladimir","vladimir sudar","Bosnia and Herzegovina","Man",100,14,"BA"
"vlado","vlado pravdić","Bosnia and Herzegovina","Man",100,10,"BA"
"vlastimir","vlastimir jovanović","Bosnia and Herzegovina","Man",100,2,"BA"
"vlatko","vlatko glavaš","Bosnia and Herzegovina","Man",100,3,"BA"
"vuk","vuk kulenovic","Bosnia and Herzegovina","Man",100,1,"BA"
"zaim","zaim imamović","Bosnia and Herzegovina","Man",100,4,"BA"
"zan","žan marolt","Bosnia and Herzegovina","Man",100,1,"BA"
"zana","zana marjanović","Bosnia and Herzegovina","Woman",100,1,"BA"
"zarko","žarko radovanović","Bosnia and Herzegovina","Man",100,2,"BA"
"zdenko","zdenko baotić","Bosnia and Herzegovina","Man",100,5,"BA"
"zdravko","zdravko tolimir","Bosnia and Herzegovina","Man",100,4,"BA"
"zehra","zehra deović","Bosnia and Herzegovina","Woman",100,1,"BA"
"zelimir","želimir altarac čičak","Bosnia and Herzegovina","Man",100,1,"BA"
"zeljana","željana zovko","Bosnia and Herzegovina","Woman",100,1,"BA"
"zeljka","željka cvijanović","Bosnia and Herzegovina","Woman",100,1,"BA"
"zeljko","željko berić","Bosnia and Herzegovina","Man",100,14,"BA"
"zija","zija dizdarević","Bosnia and Herzegovina","Man",100,1,"BA"
"zivko","živko radišić","Bosnia and Herzegovina","Man",100,2,"BA"
"zlata","zlata filipović","Bosnia and Herzegovina","Woman",100,1,"BA"
"zlatan","zlatan saračević","Bosnia and Herzegovina","Man",100,4,"BA"
"zlatko","zlatko jovanović","Bosnia and Herzegovina","Man",100,9,"BA"
"zoran","zoran šupić","Bosnia and Herzegovina","Man",100,19,"BA"
"zorana","zorana kovačević","Bosnia and Herzegovina","Woman",100,1,"BA"
"zorica","zorica jurkic","Bosnia and Herzegovina","Woman",100,1,"BA"
"zvonimir","zvonimir meštrovič","Bosnia and Herzegovina","Man",100,1,"BA"
"abdi","abdi abdikov","Bulgaria","Man",100,1,"BG"
"adalbert","adalbert antonov","Bulgaria","Man",100,2,"BG"
"adam","adam tranka","Bulgaria","Man",100,1,"BG"
"adela","adela peeva","Bulgaria","Woman",100,1,"BG"
"adelina","adelina popova","Bulgaria","Woman",100,1,"BG"
"adnan","adnan aliev","Bulgaria","Man",100,2,"BG"
"adrian","adrian olegov","Bulgaria","Man",100,5,"BG"
"adriana","adriana andreeva","Bulgaria","Woman",100,8,"BG"
"afanasy","atanas valchev","Bulgaria","Man",100,2,"BG"
"aglaia","aglaia mortcheva","Bulgaria","Woman",100,1,"BG"
"agop","hakob chakrov","Bulgaria","Man",100,1,"BG"
"ahmed","ahmed hikmet","Bulgaria","Man",100,2,"BG"
"ahmet","ahmet emin atasoy","Bulgaria","Man",100,1,"BG"
"ajan","ayan sadakov","Bulgaria","Man",100,1,"BG"
"aksinia","askinia mihaylova","Bulgaria","Woman",100,1,"BG"
"aksiniya","aksiniya dzhurova","Bulgaria","Woman",100,3,"BG"
"alan","alan tsagaev","Bulgaria","Man",100,1,"BG"
"albena","albena shkodrova","Bulgaria","Woman",100,14,"BG"
"albert","albert farhi","Bulgaria","Man",100,4,"BG"
"alberto","alberto staykov","Bulgaria","Man",100,1,"BG"
"alejo","alexius slav","Bulgaria","Man",100,1,"BG"
"aleko","aleko konstantinov","Bulgaria","Man",100,1,"BG"
"aleks","aleks borimirov","Bulgaria","Man",100,4,"BG"
"aleksa","alexa karatancheva","Bulgaria","Woman",100,1,"BG"
"aleksandar","alexander drandarov","Bulgaria","Man",100,105,"BG"
"aleksander","aleksander nakov","Bulgaria","Man",100,3,"BG"
"aleksandr","aleksandar aleksandrov","Bulgaria","Man",100,19,"BG"
"aleksandra","aleksandra totkova","Bulgaria","Woman",100,2,"BG"
"aleksi","alexi popov","Bulgaria","Man",100,2,"BG"
"alexandar","aleksandar kostadinov","Bulgaria","Man",100,6,"BG"
"alexander","alexander hadzhiruset","Bulgaria","Man",100,49,"BG"
"alexandra","aleksandra monedzhikova","Bulgaria","Woman",100,13,"BG"
"alexandre","alexandre dobrev","Bulgaria","Man",100,2,"BG"
"alexej","alexei yotov","Bulgaria","Man",100,1,"BG"
"alexey","aleksey dionisiev","Bulgaria","Man",100,2,"BG"
"alexis","alexis weissenberg","Bulgaria","Man",100,1,"BG"
"alfredo","alfredo torres","Bulgaria","Man",100,1,"BG"
"ali","ali mollov","Bulgaria","Man",100,1,"BG"
"aliaksandra","aleksandra mihalashvili ( grishina )","Bulgaria","Woman",100,1,"BG"
"aljoscha","alyosha andonov","Bulgaria","Man",100,1,"BG"
"alphonse","alphonse max","Bulgaria","Man",100,1,"BG"
"amalia","amalia koleva","Bulgaria","Woman",100,1,"BG"
"amaliya","amaliya primdzhanova","Bulgaria","Woman",100,1,"BG"
"ambrose","ambrose of zograf","Bulgaria","Man",100,1,"BG"
"ambrosius","ambrosius of dorostol","Bulgaria","Man",100,1,"BG"
"amedeo","amedeo kleva","Bulgaria","Man",100,1,"BG"
"ana","ana dimova","Bulgaria","Woman",100,14,"BG"
"anastas","anastas dudulov","Bulgaria","Man",100,11,"BG"
"anastasia","anastasiya kostova","Bulgaria","Woman",100,11,"BG"
"anatolie","anatolie guidea","Bulgaria","Man",100,1,"BG"
"anatoly","anatoli kirilov","Bulgaria","Man",100,6,"BG"
"andelina","andelina terzieva","Bulgaria","Woman",100,1,"BG"
"andon","andon nikolov","Bulgaria","Man",100,3,"BG"
"andre","andre owens","Bulgaria","Man",100,2,"BG"
"andrea","andrea hristov","Bulgaria","Man",100,1,"BG"
"andreas","andreas vasev","Bulgaria","Man",100,3,"BG"
"andrei","andrei slabakov","Bulgaria","Man",100,3,"BG"
"andrej","andreĭ stoi︠a︡nov","Bulgaria","Man",100,7,"BG"
"andrew and variants","andrey lekarski","Bulgaria","Man",100,1,"BG"
"andrey","andrey zhivkov","Bulgaria","Man",100,29,"BG"
"andrian","andrian ivanov","Bulgaria","Man",100,2,"BG"
"aneta","aneta petrovska","Bulgaria","Woman",100,5,"BG"
"angel","angel yoshev","Bulgaria","Man",100,52,"BG"
"angelina","angelina mikhaylova","Bulgaria","Woman",100,3,"BG"
"ani","ani vasileva","Bulgaria","Woman",100,2,"BG"
"anita","anita churusinova","Bulgaria","Woman",100,2,"BG"
"anka","anka dikidzhieva","Bulgaria","Woman",100,7,"BG"
"anna","anna charlampieva","Bulgaria","Woman",100,26,"BG"
"anna maria","anna-maria ravnopolska-dean","Bulgaria","Woman",100,1,"BG"
"anri","anri grigorov","Bulgaria","Man",100,2,"BG"
"anthony","anthony (kostov)","Bulgaria","Man",100,1,"BG"
"antoaneta","antoaneta stefanova","Bulgaria","Woman",100,2,"BG"
"antoinette","antoaneta tsoneva","Bulgaria","Woman",100,2,"BG"
"anton","anton chervenakov","Bulgaria","Man",100,60,"BG"
"antoni","antoni stoichkov","Bulgaria","Man",100,11,"BG"
"antonia","antonia petrova beredin","Bulgaria","Woman",100,5,"BG"
"antonija","antoniya grigorova","Bulgaria","Woman",100,1,"BG"
"antonina","antonina dragašević","Bulgaria","Woman",100,7,"BG"
"antonio","antonio tsankov","Bulgaria","Man",100,8,"BG"
"antony","antony argirov","Bulgaria","Man",100,2,"BG"
"anushka","anushka mihailova","Bulgaria","Woman",100,1,"BG"
"anya","anya pencheva","Bulgaria","Woman",100,1,"BG"
"anzhela","anzhela pencheva","Bulgaria","Woman",100,3,"BG"
"apostol","apostol nikolaev-strumski","Bulgaria","Man",100,1,"BG"
"aram","aram berberyan-datev","Bulgaria","Man",100,2,"BG"
"arcady","arcady","Bulgaria","Man",100,1,"BG"
"ari","asparuh leshnikov","Bulgaria","Man",100,1,"BG"
"aristid","aristid damyanov","Bulgaria","Man",100,1,"BG"
"arkady","arcady dubensky","Bulgaria","Man",100,1,"BG"
"armando","armando vajushi","Bulgaria","Man",100,1,"BG"
"armen","armen nazaryan","Bulgaria","Man",100,2,"BG"
"aron","aron aronov","Bulgaria","Man",100,1,"BG"
"arseny","arseni lechev","Bulgaria","Man",100,1,"BG"
"aryiris","aryiris mitropoulos","Bulgaria","Man",100,1,"BG"
"asen","asen hadjiolov","Bulgaria","Man",100,23,"BG"
"asim","asim ademov","Bulgaria","Man",100,1,"BG"
"asya","asya samuilova","Bulgaria","Woman",100,4,"BG"
"atanas","atanas hrischev","Bulgaria","Man",100,55,"BG"
"athanase","athanase vantchev de thracy","Bulgaria","Man",100,1,"BG"
"avi","avi benedi","Bulgaria","Man",100,1,"BG"
"avraham","avraham ofek","Bulgaria","Man",100,1,"BG"
"avram","avram avramov","Bulgaria","Man",100,1,"BG"
"ayad","eyad hammoud","Bulgaria","Man",100,1,"BG"
"ayan","ayan sadakov","Bulgaria","Man",100,1,"BG"
"ayhan","ayhan haşimov","Bulgaria","Man",100,1,"BG"
"aysel","aysel ahmedova","Bulgaria","Woman",100,1,"BG"
"bekir","bekir rasim","Bulgaria","Man",100,1,"BG"
"bernhard","bernhard kurzius","Bulgaria","Man",100,1,"BG"
"beti","betina temelkova","Bulgaria","Woman",100,1,"BG"
"betina","betina temelkova","Bulgaria","Woman",100,1,"BG"
"bianca","bianca ilich","Bulgaria","Woman",100,1,"BG"
"bianka","bianka panova","Bulgaria","Woman",100,1,"BG"
"biljana","biljana pawlowa-dimitrova","Bulgaria","Woman",100,2,"BG"
"binka","binka zhelyazkova","Bulgaria","Woman",100,1,"BG"
"biser","bisser petkov","Bulgaria","Man",100,1,"BG"
"blago","blago petlov","Bulgaria","Man",100,1,"BG"
"blagovest","blagovest porozhanov","Bulgaria","Man",100,5,"BG"
"blagoy","blagoi mavrov","Bulgaria","Man",100,5,"BG"
"bogdan","bogdan stefanov","Bulgaria","Man",95.4545454545455,22,"BG"
"bogdana","bogdana vulpe","Bulgaria","Woman",100,1,"BG"
"bogomil","bogomil bonev","Bulgaria","Man",100,5,"BG"
"bojan","bojan zagorow","Bulgaria","Man",100,5,"BG"
"bojana","boyana mitreva","Bulgaria","Woman",100,2,"BG"
"bojko","bojko mladenov","Bulgaria","Man",100,2,"BG"
"boriana","boriana stoyanova","Bulgaria","Woman",100,3,"BG"
"boris","boris iii of bulgaria","Bulgaria","Man",99.1525423728814,118,"BG"
"borislav","borislav ivanov","Bulgaria","Man",100,35,"BG"
"borislava","borislava borisova","Bulgaria","Woman",100,2,"BG"
"borjana","borjana ventzislavova","Bulgaria","Woman",100,1,"BG"
"boryana","boryana kaleyn","Bulgaria","Woman",100,1,"BG"
"boyan","boyan kovachev","Bulgaria","Man",100,26,"BG"
"boyko","boyko noev","Bulgaria","Man",100,6,"BG"
"bozhidar","bozhidar antonov","Bulgaria","Man",100,11,"BG"
"bozidar","bozhidar grigorov","Bulgaria","Man",100,8,"BG"
"branimir","branimir grozdanov","Bulgaria","Man",100,3,"BG"
"branimira","branimira antonova","Bulgaria","Woman",100,1,"BG"
"bratislav","bratislav talev","Bulgaria","Man",100,2,"BG"
"bugra","buğra pekli","Bulgaria","Man",100,1,"BG"
"carl","carl djerassi","Bulgaria","Man",100,1,"BG"
"carla","carla rahal","Bulgaria","Woman",100,1,"BG"
"catherine","ekaterina savova-nenova","Bulgaria","Woman",100,8,"BG"
"cedric","cedric simmons","Bulgaria","Man",100,1,"BG"
"chaim","haim oliver","Bulgaria","Man",100,1,"BG"
"chavdar","chavdar t︠s︡enov","Bulgaria","Man",100,2,"BG"
"chiara","chiara hristova","Bulgaria","Woman",100,1,"BG"
"christian","christian nikolov","Bulgaria","Man",100,1,"BG"
"christina","christina tscharyiski","Bulgaria","Woman",100,9,"BG"
"christo","christo pimpirev","Bulgaria","Man",100,9,"BG"
"christopher","christopher nogueira","Bulgaria","Man",100,1,"BG"
"clement","kliment boyadzhiev","Bulgaria","Man",100,1,"BG"
"constantin","constantin dimitrov kossev","Bulgaria","Man",100,1,"BG"
"cornelia","kornelia marinova","Bulgaria","Woman",100,1,"BG"
"cvetko","cvetko savov","Bulgaria","Man",100,1,"BG"
"cyprian","kiprian starozagorski","Bulgaria","Man",100,2,"BG"
"cyril","kiril voinov","Bulgaria","Man",100,1,"BG"
"daisy","daisy lang","Bulgaria","Woman",100,1,"BG"
"daki","daki yordanov","Bulgaria","Man",100,1,"BG"
"dalia","dalia zafirova","Bulgaria","Woman",100,1,"BG"
"damian","damyan popov","Bulgaria","Man",100,1,"BG"
"damjan","dame stoykov","Bulgaria","Man",100,2,"BG"
"damyan","dj damyan","Bulgaria","Man",100,4,"BG"
"dan","dan kolov","Bulgaria","Man",100,1,"BG"
"dani","dani kiki","Bulgaria","Man",100,1,"BG"
"daniel","daniel asenov","Bulgaria","Man",100,41,"BG"
"daniela","daniela nedeva","Bulgaria","Woman",100,30,"BG"
"daniil","daniil vidinski","Bulgaria","Man",100,1,"BG"
"danko","danko jordanov","Bulgaria","Man",100,1,"BG"
"darin","darin angelov","Bulgaria","Man",100,1,"BG"
"darina","dara","Bulgaria","Woman",100,2,"BG"
"darya","dariya simeonova","Bulgaria","Woman",100,3,"BG"
"david","david stoyanov","Bulgaria","Man",100,8,"BG"
"dean","dean todorov","Bulgaria","Man",100,1,"BG"
"deborah","debora","Bulgaria","Woman",100,1,"BG"
"dee","dee bost","Bulgaria","Man",100,1,"BG"
"dejan","dejan bojkov","Bulgaria","Man",100,4,"BG"
"dejana","deyana kostadinova","Bulgaria","Woman",100,1,"BG"
"deliana","delyana dacheva","Bulgaria","Woman",100,1,"BG"
"demir","demir demirev","Bulgaria","Man",100,1,"BG"
"dencho","dencho kolev","Bulgaria","Man",100,1,"BG"
"denis","denis pidev","Bulgaria","Man",100,8,"BG"
"denisa","nikola milanov dudin","Bulgaria","Man",100,1,"BG"
"denislav","denislav aleksandrov","Bulgaria","Man",100,1,"BG"
"denitsa","denitsa sacheva","Bulgaria","Woman",100,1,"BG"
"denka","denka ilieva-vergilova","Bulgaria","Woman",100,2,"BG"
"desislav","desislav chukolov","Bulgaria","Man",100,1,"BG"
"desislava","desislava stoyanova","Bulgaria","Woman",100,13,"BG"
"desislava / dessislava","desislava georgieva","Bulgaria","Woman",100,4,"BG"
"dessislava","dessislava mladenova","Bulgaria","Woman",100,1,"BG"
"detelina","detelina marinova","Bulgaria","Woman",100,1,"BG"
"deyan","deyan nedelchev","Bulgaria","Man",100,3,"BG"
"dian","dian genchev","Bulgaria","Man",100,4,"BG"
"diana","diana yorgova","Bulgaria","Woman",100,29,"BG"
"dilyana","dilyana popova","Bulgaria","Woman",100,1,"BG"
"dimitar","dimitar tsenovski","Bulgaria","Man",100,232,"BG"
"dimitri","dimitri lazarov","Bulgaria","Man",100,4,"BG"
"dimitrinka","dimitrinka filipova","Bulgaria","Woman",100,3,"BG"
"dimo","dimo stoyanov","Bulgaria","Man",100,6,"BG"
"dina","dina stancheva","Bulgaria","Woman",100,2,"BG"
"dinko","dinko dermendzhiev","Bulgaria","Man",100,2,"BG"
"dionisiy","dionisiy lovchanski","Bulgaria","Man",100,1,"BG"
"dmitry","dimitry berberoff diebaroff","Bulgaria","Man",100,3,"BG"
"dobromir","dobromir tashkov","Bulgaria","Man",100,5,"BG"
"dolores","dolores nakova","Bulgaria","Woman",100,2,"BG"
"dominik","dominik yankov","Bulgaria","Man",100,1,"BG"
"donka","donka minkova","Bulgaria","Woman",100,1,"BG"
"dora","dora djilianova","Bulgaria","Woman",100,17,"BG"
"dorita","dorita bonewa","Bulgaria","Woman",100,1,"BG"
"dorothea","doroteya toncheva","Bulgaria","Woman",100,1,"BG"
"dorotheus","dorotey vrachanski","Bulgaria","Man",100,1,"BG"
"dragan","dragan p. chobanov","Bulgaria","Man",100,4,"BG"
"drago","drago aleksiev","Bulgaria","Man",100,1,"BG"
"dragomir","dragomir nestorov","Bulgaria","Man",100,5,"BG"
"dragomira","dragomira vasileva","Bulgaria","Woman",100,1,"BG"
"duk","duk nuamerue","Bulgaria","Man",100,1,"BG"
"dzhena","dzhena stefanova","Bulgaria","Woman",100,2,"BG"
"earl","e. j. rowland","Bulgaria","Man",100,2,"BG"
"edit","edit getova","Bulgaria","Woman",100,1,"BG"
"edmond","edmond nazaryan","Bulgaria","Man",100,2,"BG"
"eduard","eduard mechikyan","Bulgaria","Man",100,4,"BG"
"edvin","edvin sugarev","Bulgaria","Man",100,1,"BG"
"edwin","edvin sugarev","Bulgaria","Man",100,1,"BG"
"efthimios","euthymius of tarnovo","Bulgaria","Man",100,1,"BG"
"eftim","eftim stoyanov","Bulgaria","Man",100,2,"BG"
"egon","egon terzetta","Bulgaria","Man",100,1,"BG"
"ekaterina","ekaterina tityanova","Bulgaria","Woman",100,20,"BG"
"ekrem","ekrem celil","Bulgaria","Man",100,2,"BG"
"elena","elena saraivanova","Bulgaria","Woman",100,71,"BG"
"eleni","eleni dekidis","Bulgaria","Woman",100,1,"BG"
"eleonora","eleonora kruger","Bulgaria","Woman",100,5,"BG"
"eliana","eliana maseva","Bulgaria","Woman",100,1,"BG"
"elias","elias canetti","Bulgaria","Man",100,1,"BG"
"eliezer","eliezer alshekh","Bulgaria","Man",100,1,"BG"
"elin","elin topuzakov","Bulgaria","Man",100,2,"BG"
"elina","elina vaseva","Bulgaria","Woman",100,1,"BG"
"elisabeth","elisabeth clarke","Bulgaria","Woman",100,1,"BG"
"elitsa","elitsa bako","Bulgaria","Woman",100,6,"BG"
"eliza","eliza petkova","Bulgaria","Woman",100,1,"BG"
"elizabeth","elizabeth paisieva","Bulgaria","Woman",100,6,"BG"
"elka","elka yanakieva","Bulgaria","Woman",100,4,"BG"
"ema","ema geron","Bulgaria","Woman",100,1,"BG"
"emanuel","emanuel mutafov","Bulgaria","Man",100,4,"BG"
"emanuela","emanuela kovach","Bulgaria","Woman",100,2,"BG"
"emanuil","emanuil a. vidinski","Bulgaria","Man",100,9,"BG"
"emel","emel etem toshkova","Bulgaria","Woman",100,2,"BG"
"emil","emil andreev","Bulgaria","Man",100,82,"BG"
"emile","emile naoumoff","Bulgaria","Man",100,1,"BG"
"emilia","emilia","Bulgaria","Woman",100,14,"BG"
"emilian","emiliyan stanev","Bulgaria","Man",100,2,"BG"
"emilija","emiliya nikolova","Bulgaria","Woman",100,1,"BG"
"emilijan","emiliyan stanev","Bulgaria","Man",100,1,"BG"
"emin","emin ahmed","Bulgaria","Man",100,1,"BG"
"emma","emma tahmizian","Bulgaria","Woman",100,4,"BG"
"emrah","emrah storaro","Bulgaria","Man",100,1,"BG"
"enyu","enyu todorov","Bulgaria","Man",100,1,"BG"
"eray","eray karadayi","Bulgaria","Man",100,1,"BG"
"eric","eric williams","Bulgaria","Man",100,1,"BG"
"erik","erik pochanski","Bulgaria","Man",100,3,"BG"
"erika","erika zafirova","Bulgaria","Woman",100,1,"BG"
"ernst","ernst felix von freymann","Bulgaria","Man",100,1,"BG"
"erol","erol dost","Bulgaria","Man",100,2,"BG"
"ertan","ertan tombak","Bulgaria","Man",100,1,"BG"
"eugen","evgeni filipov","Bulgaria","Man",100,1,"BG"
"eugenia","evgeniya huka","Bulgaria","Woman",100,6,"BG"
"eugenio","eugene bossilkov","Bulgaria","Man",100,1,"BG"
"eva","eva yaneva","Bulgaria","Woman",100,7,"BG"
"evdokiya","evdokiya popadinova","Bulgaria","Woman",100,2,"BG"
"evelin","evelin banev","Bulgaria","Man",100,1,"BG"
"evelina","evelina guneva","Bulgaria","Woman",100,4,"BG"
"evgeni","evgeni vasilev","Bulgaria","Man",100,4,"BG"
"evgenia","eugenia kisimova","Bulgaria","Woman",100,10,"BG"
"evgeny","evgenij ermenkov","Bulgaria","Man",100,6,"BG"
"evtim","evtim dabev","Bulgaria","Man",100,2,"BG"
"ewelina","evelina nikolova","Bulgaria","Woman",100,1,"BG"
"fani","fani kołarova","Bulgaria","Woman",100,2,"BG"
"ferdinand","ferdinand i of bulgaria","Bulgaria","Man",100,3,"BG"
"fikret","fiki","Bulgaria","Man",100,2,"BG"
"filip","filip chipchev","Bulgaria","Man",100,17,"BG"
"filipa","filipa baldeva","Bulgaria","Woman",100,2,"BG"
"filipp","filip panayotov","Bulgaria","Man",100,1,"BG"
"filiz","filiz hyusmenova","Bulgaria","Woman",100,1,"BG"
"flore","flore guerón yeschua","Bulgaria","Woman",100,1,"BG"
"francisca","francisca e. caraion","Bulgaria","Woman",100,1,"BG"
"franz","prince kyril, prince of preslav","Bulgaria","Man",100,1,"BG"
"fyodor","feodor minkov","Bulgaria","Man",100,1,"BG"
"gabriel","kapriel kaprielov","Bulgaria","Man",100,1,"BG"
"gabriela","gabriela naydenova","Bulgaria","Woman",100,13,"BG"
"galia","galia chimiak","Bulgaria","Woman",100,2,"BG"
"galin","galin stoev","Bulgaria","Man",100,2,"BG"
"galina","galina lardeva","Bulgaria","Woman",100,15,"BG"
"galya","galya shatova","Bulgaria","Woman",100,2,"BG"
"garabed","garabed tomassian","Bulgaria","Man",100,1,"BG"
"garo","garo mardirossian","Bulgaria","Man",100,1,"BG"
"gavriil","gabriel of lovech","Bulgaria","Man",100,1,"BG"
"gavril","gavril belovezhdov","Bulgaria","Man",100,2,"BG"
"gennady","gennadi simov","Bulgaria","Man",100,1,"BG"
"geno","geno mateev","Bulgaria","Man",100,1,"BG"
"georg","georg kraev","Bulgaria","Man",100,3,"BG"
"george","george ganchev","Bulgaria","Man",100,3,"BG"
"georges","george papazov","Bulgaria","Man",100,2,"BG"
"georgi","georgi stoyanov","Bulgaria","Man",100,460,"BG"
"georgiy","gotse delchev","Bulgaria","Man",100,39,"BG"
"gerasim","gerasim todorov","Bulgaria","Man",100,1,"BG"
"gergana","gia","Bulgaria","Woman",100,8,"BG"
"gervais","gervasius of sliven","Bulgaria","Man",100,1,"BG"
"gevorg","kevork arabadzhiyan","Bulgaria","Man",100,1,"BG"
"ghena","ghena dimitrova","Bulgaria","Woman",100,1,"BG"
"gina","dzhina stoeva","Bulgaria","Woman",100,2,"BG"
"gino","gino tonev","Bulgaria","Man",100,1,"BG"
"giovanna","giovanna of savoy","Bulgaria","Woman",100,1,"BG"
"gita","gita dodova","Bulgaria","Woman",100,1,"BG"
"gloria","gloria vasilevi","Bulgaria","Woman",100,2,"BG"
"goran (горан)","goran blagoev","Bulgaria","Man",100,1,"BG"
"gregory","gregory (nemtsov)","Bulgaria","Man",100,2,"BG"
"greta","greta georgieva","Bulgaria","Woman",100,2,"BG"
"grigor","grigor dimitrov","Bulgaria","Man",100,1,"BG"
"grozdan","grozdan iliev","Bulgaria","Man",100,1,"BG"
"grozyu","grozyu dikov atanasov","Bulgaria","Man",100,1,"BG"
"grzegorz","gregory of vratsa","Bulgaria","Man",100,1,"BG"
"gulsim","gülsim ali","Bulgaria","Woman",100,1,"BG"
"guncho","guncho gunchev","Bulgaria","Man",100,1,"BG"
"harry","harry arabyan","Bulgaria","Man",100,2,"BG"
"hasan","hasan azis","Bulgaria","Man",100,2,"BG"
"hassan","hassan ademov","Bulgaria","Man",100,1,"BG"
"heinrich","prince kyril, prince of preslav","Bulgaria","Man",100,2,"BG"
"helena","helena of bulgaria","Bulgaria","Woman",100,1,"BG"
"helene","helene karastoyanova","Bulgaria","Woman",100,1,"BG"
"helmut","helmut brocks","Bulgaria","Man",100,1,"BG"
"henrieta","henrieta todorova","Bulgaria","Woman",100,1,"BG"
"hermann","hermann škorpil","Bulgaria","Man",100,1,"BG"
"hilda","hilda kazasyan","Bulgaria","Woman",100,1,"BG"
"hristiana","hristiyana koleva","Bulgaria","Woman",100,3,"BG"
"hristina","tita","Bulgaria","Woman",100,1,"BG"
"hristo","goran","Bulgaria","Man",100,70,"BG"
"huseyin","hüseyin mevsim","Bulgaria","Man",100,1,"BG"
"hussein","husein mehmedov","Bulgaria","Man",100,1,"BG"
"ibrahim","ibrahim jaaber","Bulgaria","Man",100,1,"BG"
"ida","ida daniel","Bulgaria","Woman",100,2,"BG"
"ignacy","ignatius","Bulgaria","Man",100,1,"BG"
"ignat","ignat popov","Bulgaria","Man",100,3,"BG"
"ignati","ignatius","Bulgaria","Man",100,1,"BG"
"igor","igor tomašić","Bulgaria","Man",100,2,"BG"
"ilhan","ilhan kyuchuk","Bulgaria","Man",100,1,"BG"
"ilia","ilia silvestriev","Bulgaria","Man",100,6,"BG"
"ilia / iliya","iliya argirov","Bulgaria","Man",100,5,"BG"
"ilian","ilian evtimov","Bulgaria","Man",100,10,"BG"
